Sales_Order #,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,,,
000261407,10/19/2021,19,October,2021,29,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261408,10/19/2021,19,October,2021,31,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261409,10/19/2021,19,October,2021,31,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261410,10/19/2021,19,October,2021,41,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261411,10/19/2021,19,October,2021,51,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261412,10/20/2021,20,October,2021,26,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261413,10/20/2021,20,October,2021,30,Young Adults (25-34),M,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261414,10/20/2021,20,October,2021,39,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261415,10/20/2021,20,October,2021,26,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261416,10/20/2021,20,October,2021,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261417,10/20/2021,20,October,2021,29,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261418,10/20/2021,20,October,2021,29,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261419,10/20/2021,20,October,2021,35,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261420,10/20/2021,20,October,2021,61,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261421,10/21/2021,21,October,2021,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261422,10/21/2021,21,October,2021,44,Adults (35-64),F,Germany,Hessen,Bikes,Road Bikes,"Road-650 Red, 60",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261423,10/21/2021,21,October,2021,57,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261424,10/21/2021,21,October,2021,44,Adults (35-64),M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261425,10/21/2021,21,October,2021,52,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261426,10/21/2021,21,October,2021,61,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261427,10/21/2021,21,October,2021,23,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261428,10/21/2021,21,October,2021,32,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261429,10/21/2021,21,October,2021,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261430,10/21/2021,21,October,2021,38,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261431,10/22/2021,22,October,2021,30,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-750 Black, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261432,10/22/2021,22,October,2021,32,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261433,10/22/2021,22,October,2021,35,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261434,10/22/2021,22,October,2021,25,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261435,10/22/2021,22,October,2021,32,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261436,10/22/2021,22,October,2021,37,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261437,10/22/2021,22,October,2021,45,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261438,10/23/2021,23,October,2021,27,Young Adults (25-34),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261439,10/23/2021,23,October,2021,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261440,10/23/2021,23,October,2021,36,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261441,10/23/2021,23,October,2021,42,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261442,10/23/2021,23,October,2021,42,Adults (35-64),M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261443,10/23/2021,23,October,2021,43,Adults (35-64),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261444,10/23/2021,23,October,2021,47,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261445,10/24/2021,24,October,2021,19,Youth (<25),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261446,10/24/2021,24,October,2021,27,Young Adults (25-34),F,France,Loiret,Bikes,Road Bikes,"Road-750 Black, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261447,10/24/2021,24,October,2021,27,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261448,10/24/2021,24,October,2021,41,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261449,10/24/2021,24,October,2021,41,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261450,10/24/2021,24,October,2021,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-650 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261451,10/24/2021,24,October,2021,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261452,10/24/2021,24,October,2021,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261453,10/24/2021,24,October,2021,44,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261454,10/25/2021,25,October,2021,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261455,10/25/2021,25,October,2021,31,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261456,10/25/2021,25,October,2021,32,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261457,10/25/2021,25,October,2021,23,Youth (<25),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261458,10/25/2021,25,October,2021,41,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261459,10/25/2021,25,October,2021,24,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261460,10/25/2021,25,October,2021,37,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-650 Red, 60",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261461,10/26/2021,26,October,2021,40,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261462,10/26/2021,26,October,2021,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261463,10/26/2021,26,October,2021,23,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261464,10/26/2021,26,October,2021,32,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261465,10/26/2021,26,October,2021,37,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261466,10/26/2021,26,October,2021,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261467,10/26/2021,26,October,2021,47,Adults (35-64),F,France,Nord,Bikes,Road Bikes,"Road-250 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261468,10/26/2021,26,October,2021,51,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261469,10/26/2021,26,October,2021,57,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261470,10/27/2021,27,October,2021,47,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261471,10/27/2021,27,October,2021,30,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261472,10/27/2021,27,October,2021,36,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261473,10/28/2021,28,October,2021,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261474,10/28/2021,28,October,2021,54,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261475,10/28/2021,28,October,2021,31,Young Adults (25-34),M,Germany,Hessen,Bikes,Road Bikes,"Road-750 Black, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261476,10/28/2021,28,October,2021,54,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261477,10/28/2021,28,October,2021,21,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261478,10/28/2021,28,October,2021,42,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261479,10/29/2021,29,October,2021,44,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261480,10/29/2021,29,October,2021,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261481,10/29/2021,29,October,2021,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261482,10/29/2021,29,October,2021,27,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261483,10/29/2021,29,October,2021,32,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261484,10/29/2021,29,October,2021,40,Adults (35-64),F,Germany,Hamburg,Bikes,Road Bikes,"Road-650 Red, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261485,10/30/2021,30,October,2021,33,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 58",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261486,10/30/2021,30,October,2021,51,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261487,10/30/2021,30,October,2021,23,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261488,10/30/2021,30,October,2021,26,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261489,10/30/2021,30,October,2021,33,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261490,10/30/2021,30,October,2021,42,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261491,10/30/2021,30,October,2021,53,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261492,10/30/2021,30,October,2021,27,Young Adults (25-34),M,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261493,10/30/2021,30,October,2021,30,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-650 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261494,10/30/2021,30,October,2021,36,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-250 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261495,10/30/2021,30,October,2021,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261496,10/30/2021,30,October,2021,54,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261497,10/31/2021,31,October,2021,21,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261498,10/31/2021,31,October,2021,45,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261499,10/31/2021,31,October,2021,32,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261500,10/31/2021,31,October,2021,39,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261501,10/31/2021,31,October,2021,57,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261502,11/1/2021,1,November,2021,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261503,11/1/2021,1,November,2021,20,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261504,11/1/2021,1,November,2021,37,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-650 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261505,11/1/2021,1,November,2021,44,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261506,11/1/2021,1,November,2021,48,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-650 Black, 60",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261507,11/1/2021,1,November,2021,56,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261508,11/2/2021,2,November,2021,19,Youth (<25),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261509,11/2/2021,2,November,2021,41,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261510,11/2/2021,2,November,2021,17,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Red, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261511,11/2/2021,2,November,2021,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261512,11/3/2021,3,November,2021,18,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261513,11/3/2021,3,November,2021,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 62",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261514,11/3/2021,3,November,2021,24,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261515,11/3/2021,3,November,2021,29,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261516,11/3/2021,3,November,2021,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261517,11/3/2021,3,November,2021,47,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261518,11/4/2021,4,November,2021,58,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261519,11/5/2021,5,November,2021,25,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261520,11/5/2021,5,November,2021,24,Youth (<25),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261521,11/5/2021,5,November,2021,25,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261522,11/5/2021,5,November,2021,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261523,11/5/2021,5,November,2021,31,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261524,11/5/2021,5,November,2021,34,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261525,11/6/2021,6,November,2021,24,Youth (<25),F,France,Seine et Marne,Bikes,Road Bikes,"Road-250 Red, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261526,11/6/2021,6,November,2021,36,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261527,11/6/2021,6,November,2021,40,Adults (35-64),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261528,11/6/2021,6,November,2021,19,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261529,11/6/2021,6,November,2021,24,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261530,11/6/2021,6,November,2021,29,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261531,11/6/2021,6,November,2021,29,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261532,11/6/2021,6,November,2021,35,Adults (35-64),F,Germany,Hessen,Bikes,Road Bikes,"Road-250 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261533,11/6/2021,6,November,2021,40,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261534,11/7/2021,7,November,2021,56,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261535,11/7/2021,7,November,2021,25,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261536,11/7/2021,7,November,2021,50,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-650 Red, 62",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261537,11/7/2021,7,November,2021,18,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261538,11/7/2021,7,November,2021,29,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261539,11/8/2021,8,November,2021,25,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261540,11/8/2021,8,November,2021,35,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261541,11/8/2021,8,November,2021,17,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
